language,glottocode,id_word,id_meaning,lemma,ipa,def,morph,annotator,reference,pos
Tsez,dido1241,6715,7170,ХЪОХЪОЛIА/Д Á,χ-ʔ-o-χ-ʔ-o-l-a-d Á,"(-х, -с, -дан, -д) хохотать, смеяться ; см. хIухIа - лIадá","(-х, -с, -дан, -д)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6716,7171,ХЪОХЪОЛI ÁМ/У,χ-ʔ-o-χ-ʔ-o-l Á-m-u,"I, II ( -ā, -ус) хохотун; хохотунья","I, II ( -ā, -ус)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6717,7172,ХЪОХЪОЛIАС,χ-ʔ-o-χ-ʔ-o-l-a-s,"смешной, по теш- ный, забавный ; хъохъолIас шебин смешная (забавная) вещь ; см. вахI- нос, охолIас",,Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6718,7173,ХЪОХЪОЛIИР/ Á,χ-ʔ-o-χ-ʔ-o-l-i-r Á,"(-хо, -си, -ан, -ø) понуд. хохотать, смеяться","(-хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6719,7174,ХЪОХЪОЛIИРЕР/ Á,χ-ʔ-o-χ-ʔ-o-l-i-r-e-r Á,"(-хо, -си, -ан, ø) понуд. II от хъохъолIир á","(-хо, -си, -ан, ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6720,7175,ХЪОХЪ ÓЛI/У,χ-ʔ-o-χ-ʔ Ó-l-u,"IV (-ā, -ус, -уби) хохот, смех; реже хъохъолIу гром - кий смех (хохот) ; деби хъохъолIу твой смех ( хохот ); см. вахIлIу , охо- лIу, тIеж","IV (-ā, -ус, -уби)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6721,7176,ХЪОХЪОЦ,χ-ʔ-o-χ-ʔ-o-ts,"II (-йа, -йос, -би) ко- жаная варежка ( из овечьей шкуры ); см. рекьихъов, рекьихъой , рекьи - хъу","II (-йа, -йос, -би)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6722,7177,ХЪОХЪ -РОС,χ-ʔ-o-χ-ʔ -r-o-s,"IV ( -ä, -ес, -би) пропÁсть ; см. хъохъ","IV ( -ä, -ес, -би)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6723,7178,ХЪОХЪХУ,χ-ʔ-o-χ-ʔ-χ-u,скалистый,,Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6724,7179,ХЪОЦИКI/ Á,χ-ʔ-o-ts-i-k Á,"(-хо, -си, -ан, -ø) молоть зерно крупным (грубым) помолом ; см. зузурикI á2, цуцури - кIа","(-хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6725,7180,ХЪОЦИКI/Р А,χ-ʔ-o-ts-i-k-r a,"(-ерхо, -ерси, -ер- ан, -ер) понуд. от хъоцикI á","(-ерхо, -ерси, -ер- ан, -ер)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6726,7181,ХЪОЦИКIРЕР/ Á,χ-ʔ-o-ts-i-k-r-e-r Á,"(-хо, -си, -ан, -ø) понуд. II от хъоцикIр á","(-хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6727,7182,ХЪОЦИЛЪ/ Á,χ-ʔ-o-ts-i-l-ʔ Á,"(-хо, -си, -ан, -ø) смолоться, стать крупномолотым ; см. зузурилъ á2, цуцурилъа","(-хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6728,7183,ХЪÓЦЙУ,χ-ʔ-Ó-ts-j-u,"(мн. -тIа) крупный, грубый ( о помоле ); хъоцйу атI му- ка крупного помола; асах. хъоций, мок. хъоци́ в; см. зузýру",(мн. -тIа),Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6729,7184,ХЪОШ,χ-ʔ-o-ʃ,"IV (-ǟ, -ес, -би) 1) ма- ленький домик из досок, хижина; времянка 2) шалаш, навес; хъош рода построить (смастерить) вр е- мянку ; см. отахи, паж","IV (-ǟ, -ес, -би)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6730,7185,ХЪÓШ/О,χ-ʔ-Ó-ʃ-o,"III (-ā, -ос, -оби) шаит. анат . голень ; см. анна , кIан цIала, хъʼошо","III (-ā, -ос, -оби)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6731,7186,ХЪУ,χ-ʔ-u,числ. двадцать ; къʼанохъу сорок; лъʼанохъу шестьдеся; уйно - хъу восемьдесят ; см. хъуно,,Maiia Alimova,Khalilov 2024,numeral
Tsez,dido1241,6732,7187,ХЪУÄЛIИРУ,χ-ʔ-u-A-̈-l-i-r-u,числ. двадцатый; хъуäлIиру гъуди двадцатый день ; см. хъур áс,,Maiia Alimova,Khalilov 2024,numeral
Tsez,dido1241,6733,7188,ХЪУБ /А,χ-ʔ-u-b a,"III (-ā, -ас, -аби) 1) са- гад. пугало; чудовище ( чем пугают детей ) 2) мок., шаит. злой дух, н е- чистый дух; дьявол, бес, сатана, джины ; см. илбис, хуху, хIуку́ли","III (-ā, -ас, -аби)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6733,7189,ХЪУБ /А,χ-ʔ-u-b a,"III (-ā, -ас, -би) купол ; ср. шаит . къуба","III (-ā, -ас, -би)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6734,7190,ХЪУ́Б/И // ХЪʼУ́Д/И,χ-ʔ-У́-b-i   χ-Ъʼ-У́-d-i,"I (-ǟ, -ес, -иби) великан; мок. хъýди","I (-ǟ, -ес, -иби)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6735,7191,ХЪУЙ,χ-ʔ-u-j,"III ( -ä, -ес//-мос, -би) крики, шум, гам, галдеж; бакъʼу хъуй большой шум; хехзас хъуй детский шум (гам); хъуймос же - кIу шумливый человек; хъуй бода шуметь, галдеть; поднять шум; хъуймолIай гIоло сискин техъ - хāну из-за шума ничего не слы ш- но; см. хъáрни 477","III ( -ä, -ес//-мос, -би)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6736,7192,ХЪУ́Д/А // ХЪÓ Д/А,χ-ʔ-У́-d-a   χ-ʔ-Ó d-a,"IV (-ā, -ас, -аби) уст. разрушенный дом, ра з- валина; см. чIвад//чIад","IV (-ā, -ас, -аби)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6737,7193,ХЪУ́Д/И,χ-ʔ-У́-d-i,"III (-ǟ, -ис, -иби) миф. сагад. сказочное существо ( напод о- бие дракона ); см. аждахI","III (-ǟ, -ис, -иби)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6738,7194,ХЪУЙ -ГЬАЙ,χ-ʔ-u-j -ɡ-a-j,"III (-а, -ес//-мос, -би) шум, гам; галдеж; хехзас хъуй -гьай детский шум и гам; хъуй -гьай мос хехби шумливые дети; хъуй -гьай бода шуметь, галдеть ; ср. бʼалIу, гъуй, гъолIу, гъон -гъолIу, хъʼа лIу-хъуй, хъуй - хъʼалIу","III (-а, -ес//-мос, -би)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6739,7195,ХЪУЙ -ХЪʼАЛI /У,χ-ʔ-u-j -χ-Ъʼ-a-l u,"IV (-ā, -ус, -уби) шум, гам; галдеж; хъуй - хъʼалIу родать шуметь, галдеть ; см. хъуй, хъуй -гьай","IV (-ā, -ус, -уби)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6740,7196,ХЪУЛ У́ХЪ,χ-ʔ-u-l У́-χ-ʔ,"III (-йа, -йос, -йаби ) 1) служба; должность; пигьайав хъулухъ легкая служба; захIматав хъулухъ трудная служба; хъу- лухъ йолъер охъа вступить в должность, поступать на работу; хъулухъйолъ эра назначить кем- л. 2) услуга; хъулухъ бода а) услужить кому -л. б) ухаживать за кем-л.","III (-йа, -йос, -йаби )",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6741,7197,ХЪУЛ У́ХЪЛЪ/И,χ-ʔ-u-l У́-χ-ʔ-l-ʔ-i,"IV ( -ǟ, -ис) должность; хъулухълъи рода ра- ботать в какой -л. должности; хъу- лухълъикь эра назначить на ка- кую-л. должность","IV ( -ǟ, -ис)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6742,7198,ХЪУЛ У́ХЪ-ЖÉКI/У,χ-ʔ-u-l У́-χ-ʔ---ʒ-É-k-u,"I, II ( -ā, -ус, -уби) служащий; служащая; дей бабйу хъулухъ -жекIу йолъ мой отец служащий [ есть]","I, II ( -ā, -ус, -уби)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6743,7199,ХЪУЛУ́ ХЪЧИЛЪ/И,χ-ʔ-u-l-У́ χ-ʔ-tʃ-i-l-ʔ-i,"IV (-ǟ, -ис) служба, профессия (занятие) сл у- жащего (интеллигента)","IV (-ǟ, -ис)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6744,7200,ХЪУ́МХЪУМ,χ-ʔ-У́-m-χ-ʔ-u-m,"III (-йа, -йос, -йаби ) зоол. горлинка ; ср. тIуми, элбо","III (-йа, -йос, -йаби )",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6745,7201,ХЪУН,χ-ʔ-u-n,"IV (-йа, -йос, -йаби) ху- тор; беже хъун большой хутор; Жабус хъун хутор Джабу; хъун - йох бича жить на хуторе; элIнохъ посу ричихоси хъунйох зимой скот содержат на хуторе; ср. асах. хъвин","IV (-йа, -йос, -йаби)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6746,7202,ХЪУНИКI/А,χ-ʔ-u-n-i-k-a,"(-хо, -си, -ан, -ø) 1) использовать, эксплуатировать 2) делать старым, изнашивать ( об одежде ); ср. шаит . хъʼуникIа ; см. хIихIира , цибарикIа , шошоликIа","(-хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6747,7203,ХЪУНИКI/РА,χ-ʔ-u-n-i-k-r-a,"(-ерхо, -ерси, -ер- ан, ер ) понуд . 1) использовать, эксплуатировать 2) делать старым, изнашивать; ср. хъʼуникIра","(-ерхо, -ерси, -ер- ан, ер )",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6748,7204,ХЪУНИКI РЕР/А,χ-ʔ-u-n-i-k r-e-r-a,"(-хо, -си, -ан, ø) понуд. II от хъуникIа","(-хо, -си, -ан, ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6749,7205,ХЪУНИЛЪ/А,χ-ʔ-u-n-i-l-ʔ-a,"(-хо, -си, -ан, ø ) 1) использоватся, применяться 2) стать старым ( об одежде ), изнаш и- ваться; ср. шаит. хъʼунилъа ; см. хIихIа, цибарилъа , шошолилъа","(-хо, -си, -ан, ø )",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6750,7206,ХЪУ́НО,χ-ʔ-У́-n-o,"числ. (эрг. хъура , ген.I хъурас ) двадцать ( форма, употреб - ляемая в составных числительных от 21 до 29); хъуно къ ʼано два- дцать два ; см. хъу1","( форма, употреб - ляемая в составных числительных от 21 до 29)",Maiia Alimova,Khalilov 2024,numeral
Tsez,dido1241,6751,7207,ХЪУ́НООЦIИНО,χ-ʔ-У́-n-o-o-ts-i-n-o,числ. трид цать,,Maiia Alimova,Khalilov 2024,numeral
Tsez,dido1241,6752,7208,ХЪУ́НООЦIИРАС,χ-ʔ-У́-n-o-o-ts-i-r-a-s,числ. тридц а- тый,,Maiia Alimova,Khalilov 2024,numeral
Tsez,dido1241,6753,7209,ХЪУ́РАС,χ-ʔ-У́-r-a-s,числ. двадцатый ; см. хъуäлIиру,,Maiia Alimova,Khalilov 2024,numeral
Tsez,dido1241,6754,7210,ХЪУ́РАХ,χ-ʔ-У́-r-a-χ,"числ. двадцать раз , двадцатью",,Maiia Alimova,Khalilov 2024,numeral
Tsez,dido1241,6755,7211,ХЪУРУМС ÁХЪ,χ-ʔ-u-r-u-m-s Á-χ-ʔ,"I, II ( -ä, -ес, -би) негодяй , мерзавец ; асах. къурум - сáхъ; см. хIарамзада","I, II ( -ä, -ес, -би)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6756,7212,ХЪУ́РШ/И//ХЪ ʼУ́РШ/И,χ-ʔ-У́-r-ʃ-i χ-ʔ ʼ-У́-r-ʃ-i,"IV ( -ǟ, -ис, -иби) ящик ( стола, тумбочки )","IV ( -ǟ, -ис, -иби)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6757,7213,ХЪУСИКI/ Á,χ-ʔ-u-s-i-k Á,"(-хо, -си, -ан, -ø) 1) сузить, заузить, уменьшить шир и- ну; гьуни хъусикIа сузить дорогу 2) перен . доводить до минимума, огран ичивать в чем -л. кого -л. (напр., в корме, в пище); посу хъу - сикIа довести до минимума под а- чи корма (ограничить в корме) скот 3) перен . сутулить ; см. кIакIа - рикIа , нишикIа 478","(-хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6758,7214,ХЪУСИКI/Р Á,χ-ʔ-u-s-i-k-r Á,"(-ерхо, -ерси, -ер- ан, -ер) понуд. 1) сузить 2) дово- дить до минимума, ограничивать 3) перен . сутулить","(-ерхо, -ерси, -ер- ан, -ер)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6759,7215,ХЪУСИКIРЕР/ Á,χ-ʔ-u-s-i-k-r-e-r Á,"(-хо, -си, -ан, -ø) понуд. II от хъусикIр á","(-хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6760,7216,ХЪУСИЛЪ/ Á,χ-ʔ-u-s-i-l-ʔ Á,"(-хо, -си, -ан, -ø) 1) сузиться 2) перен . ограничиват ь- ся в чем -л. (напр., в корме, в пище) 2) перен . сутулиться; хъусилъно ича сидеть сутуленно см. кIакIа - рилъа, нишилъа,","(-хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6761,7217,ХЪУСЙУ,χ-ʔ-u-s-j-u,"(мн. -тIа) 1) узкий ; тесный; сжатый; хъусйу керо уз- кое ущелье 2) доведенный до м и- нимума, ограниченный в чем -л. (напр. в корме, в пище ) 3) перен . сутулый; ср. асах. хъус и́й, мок. хъус и́в, саг. хъу ссу; см. кIакIару, нишйу",(мн. -тIа),Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6761,7218,ХЪУСЙУ,χ-ʔ-u-s-j-u,"(мн. -тIа) неплод о- родный ( о почве ); ср. асах. хъуси́ й, мок хъуси́ в, саг. хъуссу ; см. хъар - цинÁ в, цухи́ в",(мн. -тIа),Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6762,7219,ХЪУХЪ,χ-ʔ-u-χ-ʔ,"IV (-а, -ес) ветошь ( про- шлогодняя высохшая трава ); мок. ухъ; см. эж//эжйо","IV (-а, -ес)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6763,7220,ХЪУХЪ/ Á,χ-ʔ-u-χ-ʔ Á,"(-их, -ис, -ан, -о) 1) сохнуть, высыхать, засыхать; мочи хъухъих земля засыхает; шекьу хъухъис белье высохло; гед хъу - хъих рубашка сохнет; гьутIби хъухъих губы пересыхают 2) в я- нуть; гагалаби хъухъих цветы в я- нут (сохнут) 3) атрофироваться; рекьа хъухъис рука атрофиров а- лась 4) перен. страдать от любви к кому -л. 5) перен. изнурять, гол о- дать 6) испытывать сильную жа ж- ду; см. цIокIа","(-их, -ис, -ан, -о)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6764,7221,ХЪУХЪ Ā,χ-ʔ-u-χ-ʔ Ā,сагад. нареч . натощак; см. къ’окъ’орйомоголā ; ср. шаит. хъухъē,,Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6765,7222,ХЪУХЪ ÁЛИ,χ-ʔ-u-χ-ʔ Á-l-i,"сухой, атрафир о- ванный ; хъухъāли рори атроф и-рованная нога; см. хъāхъиру ; ша- ит. квакъали",,Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6766,7223,ХЪУХЪАНА/Д Á,χ-ʔ-u-χ-ʔ-a-n-a-d Á,"(-х, -с, -дан, -до) учащ. шуметь; бурлить ( о воде при выходе из земли, крана ); шаит . хъухъунида","(-х, -с, -дан, -до)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6767,7224,ХЪУХЪАР/И,χ-ʔ-u-χ-ʔ-a-r-i,"IV (-ǟ, -ис, -иби) резня, бойня, скотобойня ; см. ре- хайни , реха -рацIни","IV (-ǟ, -ис, -иби)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6768,7225,ХЪУХЪ ÄСИ//ХЪУХЪИР ÄСИ,χ-ʔ-u-χ-ʔ A-̈-s-i χ-ʔ-u-χ-ʔ-i-r A-̈-s-i,"1. сухой, сушеный; высушенный; в я- леный; хъухъ äси мочи сухое м е- сто; хъухъ äси палатенце сухое полотенце; хъухъ äси биша сухая пища (еда) ; хъухъ äси мецу сухая рука ( с атрофированными мышц а- ми); хъухъäси релI вяленое мясо 2) худой, худощавый; хъухъ äси жекIу худой (худощавый) человек 3) перен. жадный; хъухъир äси гъʼанаби жадная женщина; жа д- ные женщины ; см. хахару",( с атрофированными мышц а- ми),Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6769,7226,ХЪУХЪ -БЕЦ/А,χ-ʔ-u-χ-ʔ -b-e-ts-a,"(-их, -ис, -ан, -и) сушиться , высыхаться, просушит ь- ся; см. хъухъа","(-их, -ис, -ан, -и)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6770,7227,ХЪУХЪ -БЕЦИР/А,χ-ʔ-u-χ-ʔ -b-e-ts-i-r-a,"(-хо, -си, -ан, -ø) сушить , высушить , просушить ; см. хъухъ ира","(-хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6771,7228,ХЪУХЪ -БЕЦИРЕР /А,χ-ʔ-u-χ-ʔ -b-e-ts-i-r-e-r a,"(-хо, -си, - ан, -ø) понуд. II от хъухъ -беца","(-хо, -си, - ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6772,7229,ХЪУХЪИР/ Á,χ-ʔ-u-χ-ʔ-i-r Á,"(-хо, -си, -ан, -ø) 1) сушить; бих хъухъира сушить траву 2) заставить вянуть 3) атр о- фировать 4) перен. заставить со х- нуть, страдать 5) перен. морить г о- лодом кого-л.; см. цIокъура","(-хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6773,7230,ХЪУХЪИРЕР/ Á,χ-ʔ-u-χ-ʔ-i-r-e-r Á,"(-хо, -си, -ан, -ø) понуд. II от хъухъир á","(-хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6774,7231,ХЪУХЪИ-УЦÉСИ,χ-ʔ-u-χ-ʔ-i---u-ts-É-s-i,"сухощавый; хъухъи-уцеси жекIу сухощавый человек ; мок. хъухъи -уцāси ,",,Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6775,7232,ХЪУХЪИ -ЦУХЪ /А,χ-ʔ-u-χ-ʔ-i -ts-u-χ-ʔ a,"(-их, -ис, -ан, -и) сушиться, высыхаться, просу- шить ся; см. хъухъа, хъухъ -беца 479","(-их, -ис, -ан, -и)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6776,7233,ХЪУХЪИ -ЦУХЪ ИР/А,χ-ʔ-u-χ-ʔ-i -ts-u-χ-ʔ i-r-a,"(-хо, -си, - ан, -ø) сушить , выс ушить , прос у- шить ; см. хъухъ ира, хъухъ -бецира","(-хо, -си, - ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6777,7234,ХЪУХЪИ -ЦУХЪ ИРЕР/ А,χ-ʔ-u-χ-ʔ-i -ts-u-χ-ʔ i-r-e-r a,"(-хо,-си, -ан, -ø) понуд. II от хъухъи -цухъа","(-хо,-си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6778,7235,ХЪУХЪ У́Н/И,χ-ʔ-u-χ-ʔ У́-n-i,"IV (-ā, ис, -иби) журчанье; шум воды ( при выходе из крана, земли ); шаит . хъухъни","IV (-ā, ис, -иби)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6779,7236,ХЪУШÁ РЕХЪУКЬ ÓС/И,χ-ʔ-u-ʃ-Á r-e-χ-ʔ-u-k Ó-s-i,"I, II (-ǟ, -ис) 1) хашархотинец 2) хашарх о- тинка","I, II (-ǟ, -ис)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6780,7237,ХЪУШÁ РЕХЪ У/БИ,χ-ʔ-u-ʃ-Á r-e-χ-ʔ u-b-i,"(-за, -зас) хашархотинцы ( жители села Х а- шархота Бежтинского участка","(-за, -зас)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6781,7238,РД,r-d,); хъашарехъузас гIалI село хашархотинцев ; хашархотинское село,,Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6782,7239,ХЪУШÁ РЕХЪ УКЬ,χ-ʔ-u-ʃ-Á r-e-χ-ʔ u-k,"топ. Хаша р- хота ( название населеного пункта, жители которого говорят на ха- шархотинском диалекте бежти н- ского языка )","( название населеного пункта, жители которого говорят на ха- шархотинском диалекте бежти н- ского языка )",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6783,7240,ХЪʼ,χ-Ъʼ,,,Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6784,7241,ХЪʼА,χ-Ъʼ-a,"III (-йä, -йес, -би// -йеби ) заяц; хъʼайес хехов зайчонок; хъʼайес ругъу заячьи следы; хъʼа беху ра убить зайца; лъора озер бāтиру хъайа, зей кIирикI но за- яц, пререкавшийся с тремя ме две- дями, в бег ство их обратил; бä- чируцетов кIо лIа бāй илIин, элIин хъ’айä погов . надо бегать столько, сколько стоял, – сказал заяц; къ’уна хъ’айлъ хизāй кIо - лIин сискин бихъин āну за двумя зайцами побежишь, ни одного не поймаешь; несä гьокод хъ’ай б и- хъирхо он зайца телегой ловит; мок. хъʼай","III (-йä, -йес, -би// -йеби )",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6785,7242,ХЪ,χ-ʔ,"’АБ// ХЪʼЕБ II (-йа, -йос) карт . пика ; хъʼаб карта пиковая карта; хъʼаб дама пиковая дама ; см. хъʼабачIи ХЪʼÁБА черный; хъʼаба кьер черный цвет; хъʼаба кунта черное платье; хъʼаба (ни) магалу серый хлеб ( букв. черный хлеб); хъʼаба рохъа становиться черным, че р- неть; хъʼаба рода делать черным, чернить ♦ хъʼаба гъуди черный день, горестный день; рокIу хъʼа - ба жекIу человек с черной душой (букв. человек с черным сердцем) ; см. каба","(-йа, -йос)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6786,7243,ХЪʼАБÁЛЪ/И,χ-Ъʼ-a-b-Á-l-ʔ-i,"IV (-ǟ, -ис) черно- та; см. кабалъи","IV (-ǟ, -ис)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6787,7244,ХЪ,χ-ʔ,"’АБАЧ/И II (-йа, -йос) шаит . карт . пика ; см. хъʼаб//хъʼеб","(-йа, -йос)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6788,7245,ХЪʼАБИКI/Á,χ-Ъʼ-a-b-i-k-Á,"(-хо, -си, -ан, -ø) делать черным, чернить; рорхъо си хъʼабикIа чернить обувь; хъидо хъʼабикIа сделать стену чёрной; см. кабик IÁ","(-хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6789,7246,ХЪ,χ-ʔ,"’АБИКI/РА (-ерхо, -ерси, -ер- ан, -ер) понуд . делать черным, чернить; см. кабикIра","(-ерхо, -ерси, -ер- ан, -ер)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6789,7247,ХЪ,χ-ʔ,"’АБИКIРЕР/А (-хо, -си, -ан, -ø) понуд II от хъʼабикIа; см. ка- бикIрера","(-хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6790,7248,ХЪʼАБИЛЪ/Á,χ-Ъʼ-a-b-i-l-ʔ-Á,"(-хо, -си, -ан, ø ) становиться черным, чернеть; ре- кьаби хъʼабилъси руки почерн е- ли; см. кабилъÁ","(-хо, -си, -ан, ø )",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6791,7249,ХЪʼАЛ //ХЪАЛ,χ-Ъʼ-a-l  χ-ʔ-a-l,"III (-ма, -мос, -би) тонкий слой; см. къул, цIу,","III (-ма, -мос, -би)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6792,7250,ХЪʼÁЛД/А,χ-Ъʼ-Á-l-d-a,"IV (-ā, -ас, -аби) 1) жердь 2) мок. дрова ( хворост ); см. бузи , ги́ри, хъара","IV (-ā, -ас, -аби)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6793,7251,ХЪʼАЛХЪʼÓХЪ/И,χ-Ъʼ-a-l-χ-Ъʼ-Ó-χ-ʔ-i,"IV ( -ǟ, -ис, -иби) бот. 1) высохшие толстые стебли 2) сушняк, хворост ; см. хъʼел, хъʼелмеш","IV ( -ǟ, -ис, -иби)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6794,7252,ХЪ,χ-ʔ,"’АЛI/А (-их, -ис, -ин, -о) 1) кричать, орать 2) звать 3) шуметь 4) петь ; см. хъалIа","(-их, -ис, -ин, -о)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6795,7253,ХЪʼАЛIАНÁКI/У,χ-Ъʼ-a-l-a-n-Á-k-u,"1. I, II ( -ā, -ус, -уби) крикун 2. крикливый","( -ā, -ус, -уби)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6796,7254,ХЪʼАЛIИН,χ-Ъʼ-a-l-i-n,"нареч. вслух, громко; хъʼалIин хъʼалIа кричать громко; 480 хъʼалIин элIа говорить громко ; хъʼалIин тIетIра читать (вслух) громко; см. техъéрно",,Maiia Alimova,Khalilov 2024,adverb
Tsez,dido1241,6797,7255,ХЪ,χ-ʔ,"’АЛIИР/А (-хо, -си, -ан, -ø) понуд . 1) кричать, орать 2) звать 3) шуметь 4) петь ; см. хъалIира","(-хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6797,7256,ХЪ,χ-ʔ,"’АЛIИРЕР/А (-хо, -си, -ан, -ø) понуд. II от хъʼалIа","(-хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6798,7257,ХЪʼÁЛI/О,χ-Ъʼ-Á-l-o,"IV (-ā, -ос, -оби) крик, шум; дǟр деби хъʼалIоби техъси я слышал твои крики; мок. хъʼáлIу","IV (-ā, -ос, -оби)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6799,7258,ХЪʼАЛIУ -БАЛIʼ /У,χ-Ъʼ-a-l-u -b-a-l-ʼ u,"IV ( -ā, -ус, -уби) крик, шум; см. хъʼалIо","IV ( -ā, -ус, -уби)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,6800,7259,ХЪʼÁНД/А,χ-Ъʼ-Á-n-d-a,"IV ( -ā, -ас, -аби) балка ( длиной 4 –5 м для забора )","IV ( -ā, -ас, -аби)",Maiia Alimova,Khalilov 2024,NaN
